"customer_name","total_sales","total_profit","profit_prcnt","region"
"Todd Sumrall",1462,-339,-23.18741450068399452800,"West"
"Denny Joy",1455,378,25.97938144329896907200,"Central"
"Christine Kargatis",1449,-128,-8.83367839889579020000,"East"
"Frank Merwin",1447,376,25.98479612992398065000,"South"
"Dave Hallsten",1446,457,31.60442600276625172900,"East"
"Erin Ashbrook",1442,54,3.74479889042995839100,"Central"
"Sylvia Foulston",1440,82,5.69444444444444444400,"West"
"Sean O'Donnell",1439,-319,-22.16817234190410006900,"South"
"Noel Staavos",1438,-209,-14.53407510431154381100,"East"
"Anna Andreadi",1435,78,5.43554006968641115000,"East"
"Darren Budd",1434,84,5.85774058577405857700,"East"
"Chris McAfee",1427,63,4.41485634197617379100,"Central"
"Jim Karlsson",1426,445,31.20617110799438990200,"East"
"Deanra Eno",1423,401,28.17990161630358397800,"Central"
"Paul Knutson",1422,-808,-56.82137834036568213800,"East"
"Nancy Lomonaco",1420,345,24.29577464788732394400,"West"
"Dianna Vittorini",1420,241,16.97183098591549295800,"West"
"Nick Crebassa",1417,576,40.64925899788285109400,"South"
"Lindsay Shagiari",1416,179,12.64124293785310734500,"East"
"Shaun Weien",1413,217,15.35739561217268223600,"West"
"Ed Braxton",1411,-112,-7.93763288447909284200,"East"
"Alan Haines",1410,-349,-24.75177304964539007100,"South"
"Logan Currie",1409,143,10.14904187366926898500,"East"
"Matt Collister",1408,-125,-8.87784090909090909100,"Central"
"Lena Hernandez",1408,340,24.14772727272727272700,"South"
"Janet Martin",1407,382,27.14996446339729921800,"East"
"Dorothy Badders",1407,-196,-13.93034825870646766200,"Central"
"Stefanie Holloman",1404,70,4.98575498575498575500,"West"
"Philip Brown",1403,259,18.46044191019244476100,"West"
"Shahid Hopkins",1400,-360,-25.71428571428571428600,"South"
"Anna Andreadi",1389,263,18.93448524118070554400,"West"
"Chloris Kastensmidt",1387,207,14.92429704397981254500,"West"
"Bill Tyler",1385,206,14.87364620938628158800,"Central"
"Clytie Kelty",1384,486,35.11560693641618497100,"South"
"Emily Grady",1382,-13,-0.94066570188133140400,"East"
"Ken Black",1381,169,12.23750905141202027500,"South"
"Kristina Nunn",1379,324,23.49528643944887599700,"West"
"Valerie Mitchum",1379,345,25.01812907904278462700,"East"
"Brenda Bowman",1379,80,5.80130529369108049300,"West"
"Arthur Gainer",1372,94,6.85131195335276967900,"Central"
"Neola Schneider",1371,-143,-10.43034281546316557300,"East"
"Jennifer Patt",1371,418,30.48869438366156090400,"East"
"Frank Hawley",1369,433,31.62892622352081811500,"East"
"Sean Braxton",1368,-1479,-108.1140350877193000,"East"
"Ivan Liston",1367,256,18.72713972201901975100,"West"
"John Stevenson",1366,183,13.39677891654465593000,"South"
"Shahid Shariari",1364,-504,-36.95014662756598240500,"East"
"Darrin Sayre",1362,142,10.42584434654919236400,"West"
"Gene Hale",1362,-96,-7.04845814977973568300,"Central"
"Christine Kargatis",1356,344,25.36873156342182890900,"South"
"Joy Smith",1348,-693,-51.40949554896142433200,"Central"
"Karen Bern",1348,475,35.23738872403560830900,"Central"
"Rob Lucas",1345,-62,-4.60966542750929368000,"East"
"Ben Peterman",1344,52,3.86904761904761904800,"Central"
"Marc Harrigan",1344,239,17.78273809523809523800,"West"
"Deborah Brumfield",1343,151,11.24348473566641846600,"West"
"Maris LaWare",1336,-468,-35.02994011976047904200,"West"
"Adrian Barton",1331,-149,-11.19459053343350864000,"West"
"Brian Stugart",1328,62,4.66867469879518072300,"Central"
"Aaron Hawkins",1327,180,13.56443104747550866600,"West"
"Rob Dowd",1326,378,28.50678733031674208100,"South"
"Pete Kriz",1325,155,11.69811320754716981100,"Central"
"Mike Gockenbach",1325,199,15.01886792452830188700,"West"
"Cynthia Voltz",1322,-50,-3.78214826021180030300,"Central"
"Carlos Soltero",1317,-271,-20.57706909643128321900,"East"
"Chad Cunningham",1313,146,11.11957349581111957300,"West"
"Anna Häberlin",1312,19,1.44817073170731707300,"West"
"Julia Barnett",1312,167,12.72865853658536585400,"South"
"Shaun Chance",1312,358,27.28658536585365853700,"West"
"Nicole Hansen",1312,384,29.26829268292682926800,"South"
"Adrian Hane",1311,-111,-8.46681922196796338700,"West"
"Skye Norling",1311,-915,-69.79405034324942791800,"Central"
"Matthew Grinstein",1310,24,1.83206106870229007600,"West"
"Matt Abelman",1310,498,38.01526717557251908400,"Central"
"Rob Haberlin",1306,-40,-3.06278713629402756500,"Central"
"Philip Fox",1303,301,23.10053722179585571800,"South"
"Ruben Ausman",1303,430,33.00076745970836531100,"West"
"Daniel Lacy",1300,-572,-44.00000000000000000000,"South"
"Bruce Degenhardt",1295,277,21.38996138996138996100,"South"
"Kean Takahito",1294,188,14.52859350850077279800,"West"
"Michelle Huthwaite",1289,90,6.98215671062839410400,"West"
"Toby Braunhardt",1287,245,19.03651903651903651900,"Central"
"Eugene Moren",1283,508,39.59469992205767731900,"Central"
"Brian Thompson",1283,494,38.50350740452065471600,"East"
"Brendan Sweed",1281,174,13.58313817330210772800,"West"
"Nathan Gelder",1279,169,13.21344800625488663000,"Central"
"Eileen Kiefer",1277,92,7.20438527799530148800,"West"
"Jessica Myrick",1273,344,27.02278083267871170500,"East"
"Georgia Rosenberg",1272,354,27.83018867924528301900,"East"
"Julia West",1270,242,19.05511811023622047200,"South"
"Patrick O'Brill",1270,-318,-25.03937007874015748000,"East"
"Patrick O'Brill",1265,-70,-5.53359683794466403200,"Central"
"Frank Hawley",1263,309,24.46555819477434679300,"Central"
"Cari Sayre",1261,213,16.89135606661379857300,"West"
"Dianna Vittorini",1259,102,8.10166799046862589400,"East"
"John Grady",1257,170,13.52426412092283214000,"East"
"Adam Shillingsburg",1251,274,21.90247801758593125500,"Central"
"Craig Carreira",1251,128,10.23181454836131095100,"West"
"Nat Gilpin",1249,86,6.88550840672538030400,"East"
"Ben Peterman",1243,135,10.86082059533386967000,"East"
"Michelle Moray",1242,-561,-45.16908212560386473400,"Central"
"Greg Tran",1241,330,26.59145850120870265900,"West"
"Ralph Kennedy",1238,280,22.61712439418416801300,"Central"
"Sara Luxemburg",1235,136,11.01214574898785425100,"South"
"Herbert Flentye",1234,139,11.26418152350081037300,"West"
"John Lee",1234,252,20.42139384116693679100,"Central"
"Katherine Hughes",1233,18,1.45985401459854014600,"Central"
"Rob Lucas",1233,368,29.84590429845904298500,"South"
"Harold Ryan",1231,174,14.13484971567831031700,"East"
"Ricardo Sperren",1230,325,26.42276422764227642300,"East"
"Stuart Van",1228,184,14.98371335504885993500,"Central"
"Kean Thornton",1226,14,1.14192495921696574200,"Central"
"Victoria Wilson",1223,-65,-5.31479967293540474200,"Central"
"Irene Maddox",1223,-177,-14.47260834014717906800,"West"
"Shaun Weien",1218,457,37.52052545155993431900,"East"
"Michael Paige",1218,328,26.92939244663382594400,"East"
"Justin Hirsh",1216,-169,-13.89802631578947368400,"East"
"Yoseph Carroll",1216,382,31.41447368421052631600,"West"
"Matt Hagelstein",1215,123,10.12345679012345679000,"West"
"Jack O'Briant",1211,76,6.27580511973575557400,"West"
"Bart Watters",1206,128,10.61359867330016583700,"West"
"Darren Budd",1202,111,9.23460898502495840300,"West"
"Michelle Ellison",1201,112,9.32556203164029975000,"West"
"Gary Mitchum",1199,326,27.18932443703085904900,"Central"
"Gary Zandusky",1199,140,11.67639699749791492900,"West"
"Maureen Gnade",1197,-6,-0.50125313283208020100,"East"
"Greg Tran",1196,84,7.02341137123745819400,"Central"
"Mark Packer",1195,274,22.92887029288702928900,"Central"
"Dennis Kane",1193,-53,-4.44258172673931265700,"East"
"Seth Vernon",1191,-222,-18.63979848866498740600,"Central"
"Sheri Gordon",1189,-282,-23.71740958788898233800,"East"
"Ken Lonsdale",1185,233,19.66244725738396624500,"East"
"Grant Thornton",1184,-284,-23.98648648648648648600,"East"
"Matt Connell",1181,15,1.27011007620660457200,"Central"
"Michael Kennedy",1179,310,26.29346904156064461400,"East"
"Magdelene Morse",1178,126,10.69609507640067911700,"East"
"Roland Schwarz",1177,426,36.19371282922684791800,"South"
"John Lee",1176,379,32.22789115646258503400,"West"
"Delfina Latchford",1176,231,19.64285714285714285700,"East"
"Daniel Byrd",1176,172,14.62585034013605442200,"West"
"Lena Radford",1174,-235,-20.01703577512776831300,"South"
"Patrick Gardner",1174,216,18.39863713798977853500,"West"
"Harry Marie",1173,286,24.38192668371696504700,"East"
"Joseph Airdo",1172,74,6.31399317406143344700,"West"
"Lindsay Shagiari",1171,26,2.22032450896669513200,"Central"
"Tamara Dahlen",1168,69,5.90753424657534246600,"West"
"Victoria Wilson",1165,262,22.48927038626609442100,"West"
"Troy Staebel",1163,-285,-24.50558899398108340500,"East"
"Damala Kotsonis",1163,239,20.55030094582975064500,"Central"
"Brenda Bowman",1158,130,11.22625215889464594100,"South"
"Craig Reiter",1156,304,26.29757785467128027700,"East"
"Bart Pistole",1154,265,22.96360485268630849200,"East"
"Michael Nguyen",1153,320,27.75368603642671292300,"East"
"Monica Federle",1153,287,24.89158716392020815300,"South"
"Alyssa Tate",1152,104,9.02777777777777777800,"West"
"Alan Dominguez",1152,342,29.68750000000000000000,"East"
"Patrick Gardner",1151,428,37.18505647263249348400,"East"
"Becky Pak",1148,445,38.76306620209059233400,"West"
"Susan Vittorini",1145,79,6.89956331877729257600,"East"
"Craig Molinari",1145,85,7.42358078602620087300,"West"
"Lena Cacioppo",1144,158,13.81118881118881118900,"West"
"Fred Harton",1143,365,31.93350831146106736700,"South"
"Trudy Glocke",1142,89,7.79334500875656742600,"South"
"Greg Matthias",1141,-199,-17.44084136722173532000,"East"
"Joe Kamberova",1139,-293,-25.72431957857769973700,"Central"
"Dennis Kane",1138,194,17.04745166959578207400,"Central"
"Anna Häberlin",1134,151,13.31569664902998236300,"Central"
"Chloris Kastensmidt",1134,-71,-6.26102292768959435600,"East"
"Brosina Hoffman",1130,428,37.87610619469026548700,"East"
"Cathy Hwang",1128,127,11.25886524822695035500,"South"
"Andrew Gjertsen",1128,165,14.62765957446808510600,"South"
"Lena Creighton",1127,-279,-24.75598935226264418800,"Central"
"Valerie Dominguez",1125,90,8.00000000000000000000,"South"
"Yoseph Carroll",1123,90,8.01424755120213713300,"Central"
"Liz Willingham",1121,166,14.80820695807314897400,"South"
"Carl Ludwig",1121,354,31.57894736842105263200,"East"
"Hunter Glantz",1118,56,5.00894454382826475800,"West"
"Jack Lebron",1118,-215,-19.23076923076923076900,"South"
"Fred McMath",1115,137,12.28699551569506726500,"Central"
"Nick Radford",1112,48,4.31654676258992805800,"South"
"Jason Gross",1112,92,8.27338129496402877700,"East"
"Michael Moore",1112,-355,-31.92446043165467625900,"East"
"Mike Pelletier",1112,-176,-15.82733812949640287800,"West"
"Mick Crebagga",1112,-100,-8.99280575539568345300,"Central"
"Joy Smith",1112,364,32.73381294964028777000,"South"
"Helen Abelman",1109,84,7.57439134355275022500,"West"
"Elpida Rittenbach",1106,-323,-29.20433996383363472000,"South"
"Giulietta Dortch",1104,364,32.97101449275362318800,"West"
"Dionis Lloyd",1104,174,15.76086956521739130400,"West"
"Irene Maddox",1100,286,26.00000000000000000000,"Central"
"Jay Kimmel",1100,115,10.45454545454545454500,"East"
"Julie Kriz",1100,143,13.00000000000000000000,"East"
"Arthur Wiediger",1100,144,13.09090909090909090900,"West"
"Denny Blanton",1099,395,35.94176524112829845300,"East"
"Eugene Barchas",1095,47,4.29223744292237442900,"West"
"Sibella Parks",1093,84,7.68526989935956084200,"East"
"Robert Waldorf",1092,262,23.99267399267399267400,"Central"
"Janet Lee",1091,158,14.48212648945921173200,"East"
"Eva Jacobs",1091,93,8.52428964252978918400,"West"
"Liz Thompson",1087,84,7.72769089236430542800,"West"
"Beth Paige",1086,-20,-1.84162062615101289100,"West"
"Chris Cortes",1086,-49,-4.51197053406998158400,"Central"
"Neil Ducich",1085,282,25.99078341013824884800,"East"
"Don Miller",1083,168,15.51246537396121883700,"East"
"Ben Peterman",1082,177,16.35859519408502772600,"West"
"Mick Hernandez",1075,374,34.79069767441860465100,"South"
"Bart Pistole",1075,182,16.93023255813953488400,"West"
"Nathan Mautz",1075,334,31.06976744186046511600,"Central"
"Annie Zypern",1073,57,5.31220876048462255400,"West"
"Christina VanderZanden",1069,189,17.68007483629560336800,"West"
"Ricardo Sperren",1066,213,19.98123827392120075000,"South"
"Pauline Chand",1062,-185,-17.41996233521657250500,"West"
"Dave Kipp",1062,325,30.60263653483992467000,"South"
"Frank Preis",1061,-140,-13.19509896324222431700,"Central"
"Dan Lawera",1060,250,23.58490566037735849100,"West"
"Cynthia Delaney",1059,339,32.01133144475920679900,"Central"
"Dana Kaydos",1058,271,25.61436672967863894100,"West"
"Paul MacIntyre",1057,159,15.04257332071901608300,"South"
"Jeremy Ellison",1057,225,21.28666035950804162700,"West"
"Jenna Caffey",1057,503,47.58751182592242194900,"West"
"Heather Kirkland",1056,202,19.12878787878787878800,"West"
"Nora Paige",1056,270,25.56818181818181818200,"Central"
"Maris LaWare",1052,239,22.71863117870722433500,"East"
"John Castell",1051,219,20.83729781160799238800,"South"
"David Philippe",1051,-41,-3.90104662226450999000,"East"
"Maribeth Dona",1050,43,4.09523809523809523800,"West"
"Keith Herrera",1047,251,23.97325692454632282700,"South"
"Hallie Redmond",1046,160,15.29636711281070745700,"Central"
"Ken Heidel",1045,128,12.24880382775119617200,"South"
"Janet Molinari",1045,305,29.18660287081339712900,"East"
"Susan MacKendrick",1044,-238,-22.79693486590038314200,"East"
"Paul Van Hugh",1043,133,12.75167785234899328900,"Central"
"Tom Boeckenhauer",1041,292,28.04995196926032660900,"Central"
"Justin Hirsh",1041,73,7.01248799231508165200,"West"
"Rick Bensley",1040,-240,-23.07692307692307692300,"East"
"Mitch Webber",1039,84,8.08469682386910490900,"West"
"Theresa Coyne",1038,266,25.62620423892100192700,"East"
"Helen Abelman",1037,195,18.80424300867888138900,"East"
"Nick Zandusky",1037,256,24.68659594985535197700,"Central"
"Logan Haushalter",1036,252,24.32432432432432432400,"West"
"Barry Französisch",1036,269,25.96525096525096525100,"East"
"Daniel Lacy",1035,276,26.66666666666666666700,"Central"
"Maxwell Schwartz",1033,89,8.61568247821878025200,"East"
"Deanra Eno",1029,46,4.47035957240038872700,"West"
"Barry Französisch",1027,-12,-1.16845180136319376800,"Central"
"Saphhira Shifley",1024,355,34.66796875000000000000,"South"
"Benjamin Patterson",1023,-256,-25.02443792766373411500,"East"
"Michael Dominguez",1023,-39,-3.81231671554252199400,"Central"
"Rob Dowd",1021,160,15.67091087169441723800,"West"
"Luke Foster",1021,166,16.25857002938295788400,"East"
"Kelly Lampkin",1019,76,7.45829244357212953900,"West"
"Anne Pryor",1018,227,22.29862475442043222000,"West"
"Justin MacKendrick",1017,265,26.05703048180924287100,"South"
"Cathy Armstrong",1016,155,15.25590551181102362200,"West"
"Sue Ann Reed",1014,177,17.45562130177514792900,"South"
"Bruce Stewart",1012,-141,-13.93280632411067193700,"East"
"Nick Zandusky",1010,143,14.15841584158415841600,"West"
"Keith Dawkins",1008,226,22.42063492063492063500,"Central"
"Barry Franz",1008,96,9.52380952380952381000,"West"
"Keith Dawkins",1008,197,19.54365079365079365100,"West"
"Roland Schwarz",1006,347,34.49304174950298210700,"East"
"David Smith",1005,115,11.44278606965174129400,"Central"
"Kelly Lampkin",1004,-261,-25.99601593625498008000,"Central"
"Brian Thompson",1002,-199,-19.86027944111776447100,"Central"
"Nora Pelletier",1000,450,45.00000000000000000000,"Central"
"Sally Hughsby",994,255,25.65392354124748490900,"Central"
"Claire Gute",994,262,26.35814889336016096600,"South"
"Xylona Preis",991,180,18.16347124117053481300,"Central"
"Erin Ashbrook",989,-275,-27.80586450960566228500,"East"
"Sue Ann Reed",988,78,7.89473684210526315800,"West"
"Tom Boeckenhauer",987,250,25.32928064842958460000,"West"
"Marc Harrigan",987,-233,-23.60688956433637284700,"East"
"Dennis Kane",987,237,24.01215805471124620100,"West"
"Erica Bern",985,113,11.47208121827411167500,"South"
"Henry Goldwyn",984,167,16.97154471544715447200,"West"
"Daniel Byrd",981,273,27.82874617737003058100,"South"
"Ken Black",979,298,30.43922369765066394300,"West"
"Valerie Dominguez",972,109,11.21399176954732510300,"Central"
"Shirley Jackson",968,254,26.23966942148760330600,"East"
"Sung Pak",967,-91,-9.41054808686659772500,"East"
"Brooke Gillingham",966,108,11.18012422360248447200,"East"
"Noah Childs",966,108,11.18012422360248447200,"Central"
"Theresa Swint",955,-169,-17.69633507853403141400,"East"
"Toby Swindell",955,-190,-19.89528795811518324600,"West"
"Janet Martin",955,-392,-41.04712041884816753900,"Central"
"Sarah Bern",954,173,18.13417190775681341700,"East"
"Arthur Prichep",953,201,21.09129066107030430200,"South"
"Pamela Stobb",953,-102,-10.70304302203567681000,"East"
"Steve Carroll",952,277,29.09663865546218487400,"Central"
"Duane Noonan",951,232,24.39537329127234490000,"West"
"Marina Lichtenstein",947,298,31.46779303062302006300,"East"
"Shirley Daniels",944,105,11.12288135593220339000,"South"
"Chuck Clark",943,-23,-2.43902439024390243900,"West"
"Katherine Ducich",941,275,29.22422954303931987200,"East"
"Stephanie Phelps",939,-12,-1.27795527156549520800,"East"
"Bradley Nguyen",937,151,16.11526147278548559200,"East"
"Patrick O'Donnell",935,124,13.26203208556149732600,"West"
"Bruce Stewart",934,83,8.88650963597430406900,"Central"
"Anne McFarland",934,173,18.52248394004282655200,"West"
"Maribeth Dona",933,-173,-18.54233654876741693500,"Central"
"Barry Pond",926,197,21.27429805615550755900,"East"
"Ricardo Sperren",925,94,10.16216216216216216200,"West"
"Bruce Geld",925,109,11.78378378378378378400,"West"
"Liz Thompson",922,244,26.46420824295010846000,"South"
"Scott Cohen",920,293,31.84782608695652173900,"East"
"Richard Bierner",919,272,29.59738846572361262200,"East"
"Katherine Murray",917,-127,-13.84950926935659760100,"West"
"Fred Harton",915,368,40.21857923497267759600,"West"
"Thea Hudgings",915,-170,-18.57923497267759562800,"East"
"Kelly Andreada",915,200,21.85792349726775956300,"East"
"Andrew Gjertsen",915,104,11.36612021857923497300,"Central"
"Dianna Wilson",913,27,2.95728368017524644000,"West"
"Scott Williamson",913,232,25.41073384446878422800,"East"
"Christopher Schild",913,179,19.60569550930996714100,"West"
"Scot Coram",912,112,12.28070175438596491200,"Central"
"Paul Stevenson",912,148,16.22807017543859649100,"West"
"Giulietta Weimer",911,-329,-36.11416026344676180000,"East"
"Brian Dahlen",910,283,31.09890109890109890100,"South"
"Carol Triggs",909,173,19.03190319031903190300,"West"
"Ben Wallace",907,87,9.59206174200661521500,"West"
"Seth Vernon",903,34,3.76522702104097452900,"West"
"Frank Gastineau",903,359,39.75636766334440753000,"East"
"David Smith",901,-51,-5.66037735849056603800,"East"
"Carl Weiss",901,310,34.40621531631520532700,"East"
"Patrick Jones",900,356,39.55555555555555555600,"South"
"Jill Fjeld",900,159,17.66666666666666666700,"East"
"Ruben Dartt",899,73,8.12013348164627363700,"Central"
"Clytie Kelty",899,3,0.33370411568409343700,"East"
"Victor Preis",899,171,19.02113459399332591800,"East"
"Filia McAdams",898,214,23.83073496659242761700,"South"
"Theresa Swint",896,382,42.63392857142857142900,"South"
"Craig Yedwab",896,190,21.20535714285714285700,"East"
"Bryan Mills",896,147,16.40625000000000000000,"Central"
"Max Jones",896,421,46.98660714285714285700,"Central"
"Darrin Van Huff",895,-443,-49.49720670391061452500,"South"
"Brian Thompson",893,147,16.46136618141097424400,"West"
"Juliana Krohn",893,230,25.75587905935050391900,"South"
"Carol Adams",892,89,9.97757847533632287000,"West"
"Mike Gockenbach",891,-153,-17.17171717171717171700,"Central"
"George Bell",891,-111,-12.45791245791245791200,"East"
"Julie Kriz",889,-328,-36.89538807649043869500,"Central"
"Sarah Jordon",887,-16,-1.80383314543404735100,"Central"
"Sally Knutson",884,168,19.00452488687782805400,"East"
"David Smith",883,63,7.13476783691959229900,"West"
"Mike Kennedy",882,168,19.04761904761904761900,"South"
"Suzanne McNair",880,396,45.00000000000000000000,"Central"
"Duane Benoit",879,180,20.47781569965870307200,"West"
"Brooke Gillingham",878,-4,-0.45558086560364464700,"Central"
"Christine Sundaresam",877,169,19.27023945267958951000,"East"
"Lena Cacioppo",875,145,16.57142857142857142900,"South"
"Dave Brooks",872,87,9.97706422018348623900,"South"
"Tom Ashbrook",872,104,11.92660550458715596300,"Central"
"Laurel Workman",871,-278,-31.91733639494833524700,"West"
"Trudy Schmidt",870,365,41.95402298850574712600,"South"
"Liz Carlisle",866,225,25.98152424942263279400,"South"
"Paul Prost",865,221,25.54913294797687861300,"Central"
"Mike Vittorini",864,86,9.95370370370370370400,"South"
"Jocasta Rupert",864,108,12.50000000000000000000,"South"
"Dennis Bolton",864,193,22.33796296296296296300,"East"
"Matt Connell",863,116,13.44148319814600231700,"South"
"Chad McGuire",861,180,20.90592334494773519200,"West"
"Logan Currie",859,249,28.98719441210710128100,"South"
"Darrin Martin",859,53,6.16996507566938300300,"Central"
"Thea Hendricks",858,96,11.18881118881118881100,"West"
"Zuschuss Donatelli",857,59,6.88448074679113185500,"South"
"Scott Williamson",857,45,5.25087514585764294000,"West"
"Matt Collister",855,369,43.15789473684210526300,"East"
"Claudia Bergmann",853,342,40.09378663540445486500,"South"
"Carol Adams",851,138,16.21621621621621621600,"Central"
"Lisa Ryan",848,-123,-14.50471698113207547200,"East"
"Peter Fuller",847,-1133,-133.7662337662337700,"Central"
"Adrian Barton",844,225,26.65876777251184834100,"South"
"Natalie Fritzler",843,-66,-7.82918149466192170800,"Central"
"Sean Braxton",843,79,9.37129300118623962000,"South"
"Michael Kennedy",841,-696,-82.75862068965517241400,"Central"
"Ted Trevino",841,216,25.68370986920332937000,"East"
"Sandra Glassco",839,218,25.98331346841477949900,"Central"
"Dave Brooks",839,99,11.79976162097735399300,"West"
"Sean Miller",838,-231,-27.56563245823389021500,"East"
"Maureen Gastineau",835,-111,-13.29341317365269461100,"East"
"Jason Fortune-",834,80,9.59232613908872901700,"West"
"Brosina Hoffman",831,-57,-6.85920577617328519900,"Central"
"Meg O'Connel",830,238,28.67469879518072289200,"South"
"Herbert Flentye",826,-242,-29.29782082324455205800,"South"
"Michael Moore",824,86,10.43689320388349514600,"Central"
"Michelle Tran",824,2,0.24271844660194174800,"West"
"Cynthia Arntzen",822,237,28.83211678832116788300,"Central"
"Charlotte Melton",822,68,8.27250608272506082700,"Central"
"Frank Atkinson",821,94,11.44945188794153471400,"South"
"Justin Ritter",820,10,1.21951219512195122000,"West"
"Chris Cortes",819,170,20.75702075702075702100,"West"
"Karl Braun",819,-102,-12.45421245421245421200,"East"
"Evan Bailliet",818,156,19.07090464547677261600,"West"
"Mick Brown",818,58,7.09046454767726161400,"South"
"Gene McClure",815,360,44.17177914110429447900,"East"
"Frank Hawley",815,206,25.27607361963190184000,"West"
"Valerie Mitchum",813,89,10.94710947109471094700,"West"
"Bradley Drucker",813,309,38.00738007380073800700,"Central"
"Laura Armstrong",812,285,35.09852216748768472900,"West"
"Jay Kimmel",810,150,18.51851851851851851900,"South"
"Frank Hawley",810,125,15.43209876543209876500,"South"
"Noel Staavos",810,148,18.27160493827160493800,"West"
"Eugene Moren",807,272,33.70508054522924411400,"East"
"Michael Grace",807,-531,-65.79925650557620817800,"Central"
"Toby Braunhardt",807,242,29.98760842627013630700,"East"
"Shahid Shariari",802,155,19.32668329177057356600,"West"
"Alan Hwang",802,233,29.05236907730673316700,"East"
"Chad McGuire",801,228,28.46441947565543071200,"East"
"Jay Kimmel",800,65,8.12500000000000000000,"West"
"Julie Kriz",800,240,30.00000000000000000000,"South"
"Philip Fox",799,292,36.54568210262828535700,"West"
"Aimee Bixby",799,301,37.67209011264080100100,"East"
"Sam Zeldin",798,135,16.91729323308270676700,"West"
"Max Engle",798,-175,-21.92982456140350877200,"Central"
"Christina DeMoss",796,119,14.94974874371859296500,"East"
"Dan Reichenbach",796,33,4.14572864321608040200,"Central"
"Chad Sievert",796,146,18.34170854271356783900,"West"
"Dario Medina",795,60,7.54716981132075471700,"East"
"Alan Barnes",794,133,16.75062972292191435800,"West"
"Sean O'Donnell",794,97,12.21662468513853904300,"East"
"Gary Hansen",793,-425,-53.59394703656998739000,"West"
"Tony Chapman",791,209,26.42225031605562579000,"South"
"Alex Russell",791,-238,-30.08849557522123893800,"East"
"Neola Schneider",791,41,5.18331226295828065700,"Central"
"Dorothy Wardle",788,-335,-42.51269035532994923900,"East"
"Dave Kipp",788,165,20.93908629441624365500,"West"
"Tim Brockman",787,-26,-3.30368487928843710300,"West"
"Nicole Hansen",785,219,27.89808917197452229300,"Central"
"Jill Stevenson",784,78,9.94897959183673469400,"South"
"Bill Tyler",783,53,6.76883780332056194100,"West"
"Troy Blackwell",782,50,6.39386189258312020500,"Central"
"Rob Haberlin",780,213,27.30769230769230769200,"South"
"Dave Brooks",780,-280,-35.89743589743589743600,"Central"
"Benjamin Farhat",780,322,41.28205128205128205100,"West"
"Katherine Ducich",775,-9,-1.16129032258064516100,"Central"
"Resi Pölking",774,279,36.04651162790697674400,"East"
"Jim Karlsson",774,231,29.84496124031007751900,"South"
"Aaron Smayling",772,-54,-6.99481865284974093300,"South"
"Laurel Elliston",771,198,25.68093385214007782100,"South"
"Mary O'Rourke",771,107,13.87808041504539559000,"East"
"Joel Eaton",769,104,13.52405721716514954500,"West"
"Stewart Carmichael",769,-84,-10.92327698309492847900,"Central"
"James Galang",769,96,12.48374512353706111800,"Central"
"Thomas Brumley",767,162,21.12125162972620599700,"East"
"Laurel Workman",766,240,31.33159268929503916400,"East"
"Joel Eaton",766,82,10.70496083550913838100,"East"
"Tony Sayre",766,-33,-4.30809399477806788500,"West"
"Anthony Rawles",765,-11,-1.43790849673202614400,"East"
"Phillina Ober",764,15,1.96335078534031413600,"East"
"Bryan Spruell",762,117,15.35433070866141732300,"East"
"David Bremer",761,-1141,-149.9342969776609700,"Central"
"Eric Murdock",760,100,13.15789473684210526300,"West"
"Jim Epp",759,79,10.40843214756258234500,"West"
"Liz Pelletier",757,111,14.66314398943196829600,"West"
"Victoria Brennan",757,76,10.03963011889035667100,"East"
"Michelle Moray",755,-78,-10.33112582781456953600,"West"
"Michelle Moray",755,119,15.76158940397350993400,"East"
"Mike Gockenbach",755,-137,-18.14569536423841059600,"East"
"Alex Avila",754,275,36.47214854111405835500,"West"
"Cindy Chapman",753,85,11.28818061088977423600,"West"
"Noah Childs",752,-462,-61.43617021276595744700,"West"
"Janet Lee",752,85,11.30319148936170212800,"South"
"Chris Selesnick",752,243,32.31382978723404255300,"West"
"Max Engle",751,192,25.56591211717709720400,"South"
"Benjamin Farhat",749,179,23.89853137516688918600,"Central"
"Kean Thornton",748,6,0.80213903743315508000,"West"
"Steven Cartwright",748,236,31.55080213903743315500,"East"
"Nona Balk",747,60,8.03212851405622490000,"East"
"Ted Trevino",747,180,24.09638554216867469900,"South"
"Carol Triggs",746,-111,-14.87935656836461126000,"Central"
"Jennifer Braxton",746,299,40.08042895442359249300,"East"
"Alejandro Ballentine",745,209,28.05369127516778523500,"West"
"Tony Sayre",744,-43,-5.77956989247311828000,"East"
"Benjamin Venier",744,82,11.02150537634408602200,"South"
"Christopher Schild",744,-124,-16.66666666666666666700,"East"
"Susan Vittorini",742,26,3.50404312668463611900,"West"
"Patrick Bzostek",741,229,30.90418353576248313100,"West"
"Darren Koutras",740,77,10.40540540540540540500,"South"
"Ritsa Hightower",740,0,0E-20,"South"
"Aaron Smayling",737,19,2.57801899592944369100,"West"
"Giulietta Dortch",737,-155,-21.03120759837177747600,"East"
"Daniel Lacy",734,247,33.65122615803814713900,"East"
"Victoria Pisteka",733,-172,-23.46521145975443383400,"East"
"Tony Sayre",733,88,12.00545702592087312400,"South"
"Mark Cousins",730,131,17.94520547945205479500,"Central"
